gauge_id,TT,CFMAX,CFR,CWH,FC,LP,BETA,K0,K1,K2,UZL,PERC,MAXBAS,calibration_kge,validation_kge,used_in_analysis
10002,0.7304606269669958,3.4365872212829416,0.060810231916836155,0.04032227944344215,252.19512377519106,0.9951077707578773,2.9809109025278486,0.46510888136110945,0.28756398298344,0.08316433688126633,9.13406744300789,1.9131870315265282,2.270225625286513,0.9141519775211074,0.8766,True
10003,0.4881696219479458,3.1120370269958153,0.05077786043093491,0.03099395383241202,250.90965335834244,0.9999177811789632,3.7488517239145063,0.2745705106959121,0.2989611718395251,0.061500935878214084,81.50144185832163,4.870094142513359,1.781310996458669,0.9405232241194358,0.9014,True
1001,1.1600568755355591,7.9489506109107815,0.0105254097978436,0.2,50.0030857866369,0.6850308974683101,5.987367709827525,0.49973129051895854,0.2964114225533267,0.03548706931301089,72.60535649600074,0.5069157231440815,1.2359472630961474,0.9038140835208304,0.8206,True
101002,0.7075894922575123,7.2509193535966165,0.018441943213592125,0.10399821222073038,480.3763839506026,0.3,1.213366484757839,0.26545436682376383,0.29998588944797977,0.051512476815914296,80.91639020577996,1.9567555665620242,1.2377014472112555,0.856766502761835,0.8329,True
101005,0.07290508187705891,9.12346376196361,0.07251646030145953,0.05146732881352481,498.47961009327486,0.30256503371886295,1.989250722457243,0.1631317381943472,0.29803680838392876,0.04884031661759243,6.187405901468182,1.9119172581186485,1.1362028681710843,0.8240497817844441,0.823,True
102001,-0.7177866788617201,2.0230368734907618,0.03084233620381744,0.10660999260058648,137.72070065034765,0.5541900594484663,5.988475515472431,0.5,0.2999831435732478,0.12002474007781641,3.9006506395499274,0.0,1.950363078665081,0.8541173068216913,0.8081,True
106001,1.6476877281717368,8.263102367792026,0.07135428472474327,0.16232135488121607,51.42618831074532,1.0,1.7516606836907018,0.5,0.28188837042988535,0.08792025744019999,13.161204564778007,0.24314097287986391,1.9190173597103688,0.908426456516536,0.7538,True
107001,1.6213392539201896,10.0,0.03017727616626517,0.0,50.173296302976965,0.9976948614222358,1.8954796451923444,0.4798375327090225,0.24972789041706622,0.11509388581438465,3.269035429744548,1.0009292067839235,1.8484565248584344,0.9126059511957395,0.8911,True
11001,0.5490122255117084,2.38061112550408,0.05063640619184974,0.0,330.14885739251645,0.9133528817938448,3.6710845790075712,0.4467359743575754,0.24140788183524559,0.07008112066526294,23.54693886170064,3.8244084921427772,1.8600807960914372,0.9311463035590771,0.8988,True
11003,1.0921072713791258,5.090973787267008,0.023023635835252736,0.0,294.84031758672063,0.7955655213399675,2.2518814072069313,0.27898805681373784,0.21397201139221778,0.06777029680004154,21.068335475323536,4.448318905884968,1.224660962176566,0.8867039283218698,0.8089,True
11004,0.839370064917744,3.9496068881630517,0.05005459997503774,0.09837961095465222,302.19761311434155,0.8857741832653528,3.957085536024569,0.1955742113952157,0.13756900472278563,0.04694930203189042,24.326769967360946,4.247886975970397,1.3374259437267315,0.9282332701976708,0.9239,True
12001,1.1099243410093023,4.435559279235566,0.03709218950632034,0.0,132.74221372481784,0.9905349268357954,1.203065480737711,0.2750821197426825,0.2635690195337844,0.10805601162503756,25.017646040393718,4.509051316736152,1.159630702978717,0.8535927696729076,0.8057,True
12002,0.9187959053510579,3.898323043111839,0.026925167693085575,0.0,160.33780456116395,1.0,2.0921974237896523,0.3172530424945793,0.26288590092323444,0.10021248024542562,32.12294835543745,3.900148640370289,1.4007694401750572,0.8691533959318143,0.8416,True
12005,0.6342749140398087,3.766516619926218,0.08495165877732089,0.0010046888457137474,64.15293116000076,0.9854108030816361,1.0055009903011214,0.28450849213413043,0.29310755464581617,0.10803053867142495,17.42820379339168,5.631330019413717,1.3878244392454824,0.8704229103006936,0.8643,True
